chunk_id,doc_id,pdf_page,chunk_ordinal,source_channel,chars,actual_text_tokens,actual_rendered_tokens,est_tokens,est_prompt_tokens,header_increment,chars_per_actual_token,ratio_text_actual_over_est,ratio_rendered_actual_over_est_prompt,labels
FMM:p170:1,FMM,170,1,native,450,94,103,112,126,9,4.787234,0.839286,0.81746,none_observed
FMM:p171:0,FMM,171,0,native,1442,312,321,360,374,9,4.621795,0.866667,0.858289,none_observed
FMM:p171:1,FMM,171,1,native,255,56,65,63,77,9,4.553571,0.888889,0.844156,none_observed
FMM:p171:2,FMM,171,2,native,1033,227,236,258,272,9,4.550661,0.879845,0.867647,none_observed
FMM:p171:3,FMM,171,3,native,1317,259,268,329,343,9,5.084942,0.787234,0.781341,none_observed
FMM:p171:4,FMM,171,4,native,267,56,65,66,80,9,4.767857,0.848485,0.8125,none_observed
FMM:p172:0,FMM,172,0,native,1359,266,275,339,353,9,5.109023,0.784661,0.779037,none_observed
FMM:p172:1,FMM,172,1,native,603,120,129,150,164,9,5.025,0.8,0.786585,none_observed
FMM:p172:2,FMM,172,2,native,1165,232,241,291,305,9,5.021552,0.797251,0.790164,none_observed
FMM:p173:0,FMM,173,0,native,1248,222,231,312,326,9,5.621622,0.711538,0.708589,none_observed
FMM:p173:1,FMM,173,1,native,1242,227,236,310,324,9,5.471366,0.732258,0.728395,none_observed
FMM:p173:2,FMM,173,2,native,1229,194,203,307,321,9,6.335052,0.631922,0.632399,none_observed
FMM:p174:0,FMM,174,0,native,1016,199,208,254,268,9,5.105528,0.783465,0.776119,none_observed
FMM:p174:1,FMM,174,1,native,1193,232,241,298,312,9,5.142241,0.778523,0.772436,none_observed
FMM:p174:2,FMM,174,2,native,994,190,199,248,262,9,5.231579,0.766129,0.759542,none_observed
FMM:p175:0,FMM,175,0,native,1445,253,262,361,375,9,5.711462,0.700831,0.698667,none_observed
FMM:p175:1,FMM,175,1,native,188,37,46,47,61,9,5.081081,0.787234,0.754098,none_observed
FMM:p175:2,FMM,175,2,native,1094,218,227,273,287,9,5.018349,0.798535,0.790941,none_observed
FMM:p176:0,FMM,176,0,native,1394,280,289,348,362,9,4.978571,0.804598,0.798343,none_observed
FMM:p176:1,FMM,176,1,native,1248,259,268,312,326,9,4.818533,0.830128,0.822086,none_observed
FMM:p176:2,FMM,176,2,native,314,67,76,78,92,9,4.686567,0.858974,0.826087,none_observed
FMM:p177:0,FMM,177,0,native,1387,309,318,346,360,9,4.488673,0.893064,0.883333,none_observed
FMM:p177:1,FMM,177,1,native,1355,295,304,338,352,9,4.59322,0.872781,0.863636,none_observed
FMM:p177:2,FMM,177,2,native,425,88,97,106,120,9,4.829545,0.830189,0.808333,none_observed
FMM:p178:0,FMM,178,0,native,1255,270,279,313,327,9,4.648148,0.86262,0.853211,none_observed
FMM:p178:1,FMM,178,1,native,1316,289,298,329,343,9,4.553633,0.878419,0.868805,none_observed
FMM:p178:2,FMM,178,2,native,419,90,99,104,118,9,4.655556,0.865385,0.838983,none_observed
FMM:p178:3,FMM,178,3,native,1090,269,278,272,286,9,4.052045,0.988971,0.972028,none_observed
FMM:p179:0,FMM,179,0,native,1368,337,346,342,356,9,4.059347,0.98538,0.97191,none_observed
FMM:p179:1,FMM,179,1,native,1466,315,324,366,380,9,4.653968,0.860656,0.852632,none_observed
FMM:p17:0,FMM,17,0,native,1371,443,453,342,356,10,3.094808,1.295322,1.272472,none_observed
FMM:p17:1,FMM,17,1,native,632,189,199,158,172,10,3.343915,1.196203,1.156977,none_observed
FMM:p180:0,FMM,180,0,native,1084,235,244,271,285,9,4.612766,0.867159,0.85614,none_observed
FMM:p180:1,FMM,180,1,native,1347,292,301,336,350,9,4.613014,0.869048,0.86,none_observed
FMM:p180:2,FMM,180,2,native,469,76,85,117,131,9,6.171053,0.649573,0.648855,none_observed
FMM:p181:0,FMM,181,0,native,936,148,157,234,248,9,6.324324,0.632479,0.633065,none_observed
FMM:p181:1,FMM,181,1,native,1155,203,212,288,302,9,5.689655,0.704861,0.701987,none_observed
FMM:p181:2,FMM,181,2,native,688,106,115,172,186,9,6.490566,0.616279,0.61828,none_observed
FMM:p181:3,FMM,181,3,native,967,173,182,241,255,9,5.589595,0.717842,0.713725,none_observed
FMM:p182:0,FMM,182,0,native,999,130,139,249,263,9,7.684615,0.522088,0.528517,none_observed
FMM:p182:1,FMM,182,1,native,1251,178,187,312,326,9,7.02809,0.570513,0.57362,none_observed
FMM:p182:2,FMM,182,2,native,1156,212,221,289,303,9,5.45283,0.733564,0.729373,none_observed
FMM:p183:0,FMM,183,0,native,1395,224,233,348,362,9,6.227679,0.643678,0.643646,none_observed
FMM:p183:1,FMM,183,1,native,1239,164,173,309,323,9,7.554878,0.530744,0.535604,none_observed
FMM:p183:2,FMM,183,2,native,290,40,49,72,86,9,7.25,0.555556,0.569767,none_observed
FMM:p184:0,FMM,184,0,native,996,163,172,249,263,9,6.110429,0.654618,0.653992,none_observed
FMM:p184:1,FMM,184,1,native,941,177,186,235,249,9,5.316384,0.753191,0.746988,none_observed
FMM:p184:2,FMM,184,2,native,1369,263,272,342,356,9,5.205323,0.769006,0.764045,none_observed
FMM:p184:3,FMM,184,3,native,312,55,64,78,92,9,5.672727,0.705128,0.695652,none_observed
FMM:p184:4,FMM,184,4,native,148,32,41,37,51,9,4.625,0.864865,0.803922,none_observed
FMM:p185:0,FMM,185,0,native,1307,158,167,326,340,9,8.272152,0.484663,0.491176,none_observed
FMM:p185:1,FMM,185,1,native,675,71,80,168,182,9,9.507042,0.422619,0.43956,none_observed
FMM:p185:2,FMM,185,2,native,1160,187,196,290,304,9,6.203209,0.644828,0.644737,none_observed
FMM:p186:0,FMM,186,0,native,808,127,136,202,216,9,6.362205,0.628713,0.62963,none_observed
FMM:p186:1,FMM,186,1,native,1222,236,245,305,319,9,5.177966,0.77377,0.768025,none_observed
FMM:p186:2,FMM,186,2,native,882,187,196,220,234,9,4.716578,0.85,0.837607,none_observed
FMM:p186:3,FMM,186,3,native,1359,280,289,339,353,9,4.853571,0.825959,0.818697,none_observed
FMM:p187:0,FMM,187,0,native,1174,245,254,293,307,9,4.791837,0.836177,0.827362,none_observed
FMM:p187:1,FMM,187,1,native,1291,290,299,322,336,9,4.451724,0.900621,0.889881,none_observed
FMM:p188:0,FMM,188,0,native,1379,280,289,344,358,9,4.925,0.813953,0.807263,none_observed
FMM:p188:1,FMM,188,1,native,1004,234,243,251,265,9,4.290598,0.932271,0.916981,none_observed
FMM:p188:2,FMM,188,2,native,875,175,184,218,232,9,5.0,0.802752,0.793103,none_observed
FMM:p189:0,FMM,189,0,native,1387,257,266,346,360,9,5.396887,0.742775,0.738889,none_observed
FMM:p189:1,FMM,189,1,native,1399,279,288,349,363,9,5.014337,0.799427,0.793388,none_observed
FMM:p189:2,FMM,189,2,native,924,181,190,231,245,9,5.104972,0.78355,0.77551,none_observed
FMM:p18:0,FMM,18,0,native,404,123,133,101,115,10,3.284553,1.217822,1.156522,none_observed
FMM:p18:1,FMM,18,1,native,1291,396,406,322,336,10,3.260101,1.229814,1.208333,none_observed
FMM:p18:2,FMM,18,2,native,240,86,96,60,74,10,2.790698,1.433333,1.297297,none_observed
FMM:p190:0,FMM,190,0,native,903,196,205,225,239,9,4.607143,0.871111,0.857741,none_observed
FMM:p190:1,FMM,190,1,native,1363,281,290,340,354,9,4.850534,0.826471,0.819209,none_observed
FMM:p190:2,FMM,190,2,native,123,25,34,30,44,9,4.92,0.833333,0.772727,none_observed
FMM:p190:3,FMM,190,3,native,1141,235,244,285,299,9,4.855319,0.824561,0.816054,none_observed
FMM:p191:0,FMM,191,0,native,1185,270,279,296,310,9,4.388889,0.912162,0.9,none_observed
FMM:p191:1,FMM,191,1,native,287,55,64,71,85,9,5.218182,0.774648,0.752941,none_observed
FMM:p191:2,FMM,191,2,native,1370,294,303,342,356,9,4.659864,0.859649,0.851124,none_observed
FMM:p191:3,FMM,191,3,native,211,51,60,52,66,9,4.137255,0.980769,0.909091,none_observed
FMM:p191:4,FMM,191,4,native,657,125,134,164,178,9,5.256,0.762195,0.752809,none_observed
FMM:p192:0,FMM,192,0,native,1264,259,268,316,330,9,4.880309,0.81962,0.812121,none_observed
FMM:p192:1,FMM,192,1,native,1403,290,299,350,364,9,4.837931,0.828571,0.821429,none_observed
FMM:p192:2,FMM,192,2,native,923,203,212,230,244,9,4.546798,0.882609,0.868852,none_observed
FMM:p193:0,FMM,193,0,native,1139,268,277,284,298,9,4.25,0.943662,0.92953,none_observed
FMM:p193:1,FMM,193,1,native,1083,152,161,270,284,9,7.125,0.562963,0.566901,none_observed
FMM:p193:2,FMM,193,2,native,502,98,107,125,139,9,5.122449,0.784,0.769784,none_observed
FMM:p194:0,FMM,194,0,native,1269,173,182,317,331,9,7.33526,0.545741,0.549849,none_observed
FMM:p194:1,FMM,194,1,native,1018,189,198,254,268,9,5.386243,0.744094,0.738806,none_observed
FMM:p194:2,FMM,194,2,native,1051,224,233,262,276,9,4.691964,0.854962,0.844203,none_observed
FMM:p195:0,FMM,195,0,native,849,194,203,212,226,9,4.376289,0.915094,0.89823,none_observed
FMM:p195:1,FMM,195,1,native,1357,314,323,339,353,9,4.321656,0.926254,0.915014,none_observed
FMM:p195:2,FMM,195,2,native,729,158,167,182,196,9,4.613924,0.868132,0.852041,none_observed
FMM:p196:0,FMM,196,0,native,1126,256,265,281,295,9,4.398438,0.911032,0.898305,none_observed
FMM:p196:1,FMM,196,1,native,310,57,66,77,91,9,5.438596,0.74026,0.725275,none_observed
FMM:p196:2,FMM,196,2,native,1335,280,289,333,347,9,4.767857,0.840841,0.832853,none_observed
FMM:p196:3,FMM,196,3,native,1081,218,227,270,284,9,4.958716,0.807407,0.799296,none_observed
FMM:p197:0,FMM,197,0,native,632,136,145,158,172,9,4.647059,0.860759,0.843023,none_observed
FMM:p197:1,FMM,197,1,native,1384,267,276,346,360,9,5.183521,0.771676,0.766667,none_observed
FMM:p197:2,FMM,197,2,native,1443,310,319,360,374,9,4.654839,0.861111,0.852941,none_observed
FMM:p198:0,FMM,198,0,native,776,125,134,194,208,9,6.208,0.64433,0.644231,none_observed
FMM:p199:0,FMM,199,0,native,1244,202,211,311,325,9,6.158416,0.649518,0.649231,none_observed
FMM:p199:1,FMM,199,1,native,1271,201,210,317,331,9,6.323383,0.634069,0.634441,none_observed
FMM:p19:0,FMM,19,0,native,1312,399,409,328,342,10,3.288221,1.216463,1.195906,none_observed
FMM:p19:1,FMM,19,1,native,501,139,149,125,139,10,3.604317,1.112,1.071942,none_observed
FMM:p1:0,FMM,1,0,native,1363,342,352,340,354,10,3.98538,1.005882,0.99435,none_observed
FMM:p1:1,FMM,1,1,native,680,178,188,170,184,10,3.820225,1.047059,1.021739,none_observed
FMM:p200:0,FMM,200,0,native,1362,274,283,340,354,9,4.970803,0.805882,0.799435,none_observed
FMM:p200:1,FMM,200,1,native,651,135,144,162,176,9,4.822222,0.833333,0.818182,none_observed
FMM:p201:0,FMM,201,0,native,1053,427,436,263,277,9,2.466042,1.623574,1.574007,none_observed
FMM:p202:0,FMM,202,0,native,1275,495,504,318,332,9,2.575758,1.556604,1.518072,none_observed
FMM:p203:0,FMM,203,0,native,1179,438,447,294,308,9,2.691781,1.489796,1.451299,none_observed
FMM:p204:0,FMM,204,0,native,1003,188,197,250,264,9,5.335106,0.752,0.746212,none_observed
FMM:p204:1,FMM,204,1,native,1364,232,241,341,355,9,5.87931,0.680352,0.678873,none_observed
FMM:p204:2,FMM,204,2,native,813,160,169,203,217,9,5.08125,0.788177,0.778802,none_observed
FMM:p205:0,FMM,205,0,native,156,13,22,39,53,9,12.0,0.333333,0.415094,none_observed
FMM:p205:1,FMM,205,1,native,1384,264,273,346,360,9,5.242424,0.763006,0.758333,none_observed
FMM:p205:2,FMM,205,2,native,147,32,41,36,50,9,4.59375,0.888889,0.82,none_observed
FMM:p205:3,FMM,205,3,native,145,46,55,36,50,9,3.152174,1.277778,1.1,none_observed
FMM:p206:0,FMM,206,0,native,749,131,140,187,201,9,5.717557,0.700535,0.696517,none_observed
FMM:p206:1,FMM,206,1,native,1356,247,256,339,353,9,5.489879,0.728614,0.725212,none_observed
FMM:p206:2,FMM,206,2,native,710,144,153,177,191,9,4.930556,0.813559,0.801047,none_observed
FMM:p207:0,FMM,207,0,native,162,12,21,40,54,9,13.5,0.3,0.388889,none_observed
FMM:p207:1,FMM,207,1,native,1325,243,252,331,345,9,5.452675,0.734139,0.730435,none_observed
FMM:p207:2,FMM,207,2,native,271,53,62,67,81,9,5.113208,0.791045,0.765432,none_observed
FMM:p207:3,FMM,207,3,native,327,69,78,81,95,9,4.73913,0.851852,0.821053,none_observed
FMM:p207:4,FMM,207,4,native,1387,311,320,346,360,9,4.459807,0.898844,0.888889,none_observed
FMM:p207:5,FMM,207,5,native,576,133,142,144,158,9,4.330827,0.923611,0.898734,none_observed
FMM:p208:0,FMM,208,0,native,926,194,203,231,245,9,4.773196,0.839827,0.828571,none_observed
FMM:p208:1,FMM,208,1,native,1396,289,298,349,363,9,4.83045,0.82808,0.820937,none_observed
FMM:p208:2,FMM,208,2,native,862,134,143,215,229,9,6.432836,0.623256,0.624454,none_observed
FMM:p209:0,FMM,209,0,native,1368,216,225,342,356,9,6.333333,0.631579,0.632022,none_observed
FMM:p209:1,FMM,209,1,native,900,177,186,225,239,9,5.084746,0.786667,0.778243,none_observed
FMM:p209:2,FMM,209,2,native,1223,240,249,305,319,9,5.095833,0.786885,0.780564,none_observed
FMM:p209:3,FMM,209,3,native,190,34,43,47,61,9,5.588235,0.723404,0.704918,none_observed
FMM:p20:0,FMM,20,0,native,1345,381,391,336,350,10,3.530184,1.133929,1.117143,none_observed
FMM:p20:1,FMM,20,1,native,413,113,123,103,117,10,3.654867,1.097087,1.051282,none_observed
FMM:p210:0,FMM,210,0,native,1364,224,233,341,355,9,6.089286,0.656891,0.656338,none_observed
FMM:p210:1,FMM,210,1,native,912,124,133,228,242,9,7.354839,0.54386,0.549587,none_observed
FMM:p211:0,FMM,211,0,native,1326,198,207,331,345,9,6.69697,0.598187,0.6,none_observed
FMM:p211:1,FMM,211,1,native,1259,199,208,314,328,9,6.326633,0.633758,0.634146,none_observed
FMM:p211:2,FMM,211,2,native,704,100,109,176,190,9,7.04,0.568182,0.573684,none_observed
FMM:p212:0,FMM,212,0,native,1375,198,207,343,357,9,6.944444,0.577259,0.579832,none_observed
FMM:p212:1,FMM,212,1,native,1346,221,230,336,350,9,6.090498,0.657738,0.657143,none_observed
FMM:p212:2,FMM,212,2,native,1150,275,284,287,301,9,4.181818,0.958188,0.943522,none_observed
FMM:p213:0,FMM,213,0,native,815,134,143,203,217,9,6.08209,0.660099,0.658986,none_observed
FMM:p213:1,FMM,213,1,native,1267,211,220,316,330,9,6.004739,0.667722,0.666667,none_observed
FMM:p213:2,FMM,213,2,native,920,177,186,230,244,9,5.19774,0.769565,0.762295,none_observed
FMM:p214:0,FMM,214,0,native,1382,240,249,345,359,9,5.758333,0.695652,0.693593,none_observed
FMM:p214:1,FMM,214,1,native,1224,203,212,306,320,9,6.029557,0.663399,0.6625,none_observed
FMM:p214:2,FMM,214,2,native,785,173,182,196,210,9,4.537572,0.882653,0.866667,none_observed
FMM:p215:0,FMM,215,0,native,1378,309,318,344,358,9,4.459547,0.898256,0.888268,none_observed
FMM:p215:1,FMM,215,1,native,1343,288,297,335,349,9,4.663194,0.859701,0.851003,none_observed
FMM:p216:0,FMM,216,0,native,764,172,181,191,205,9,4.44186,0.900524,0.882927,none_observed
FMM:p216:1,FMM,216,1,native,1324,169,178,331,345,9,7.83432,0.510574,0.515942,none_observed
FMM:p216:2,FMM,216,2,native,357,37,46,89,103,9,9.648649,0.41573,0.446602,none_observed
FMM:p216:3,FMM,216,3,native,1368,297,306,342,356,9,4.606061,0.868421,0.859551,none_observed
FMM:p216:4,FMM,216,4,native,191,36,45,47,61,9,5.305556,0.765957,0.737705,none_observed
FMM:p217:0,FMM,217,0,native,1312,322,331,328,342,9,4.074534,0.981707,0.967836,none_observed
FMM:p217:1,FMM,217,1,native,1210,270,279,302,316,9,4.481481,0.89404,0.882911,none_observed
FMM:p218:0,FMM,218,0,native,971,205,214,242,256,9,4.736585,0.847107,0.835938,none_observed
FMM:p218:1,FMM,218,1,native,1094,165,174,273,287,9,6.630303,0.604396,0.606272,none_observed
FMM:p218:2,FMM,218,2,native,1153,162,171,288,302,9,7.117284,0.5625,0.566225,none_observed
FMM:p219:0,FMM,219,0,native,958,132,141,239,253,9,7.257576,0.552301,0.557312,none_observed
FMM:p219:1,FMM,219,1,native,1141,182,191,285,299,9,6.269231,0.638596,0.638796,none_observed
FMM:p219:2,FMM,219,2,native,508,72,81,127,141,9,7.055556,0.566929,0.574468,none_observed
FMM:p21:0,FMM,21,0,native,120,20,30,30,44,10,6.0,0.666667,0.681818,none_observed
FMM:p220:0,FMM,220,0,native,1279,184,193,319,333,9,6.951087,0.576803,0.57958,none_observed
FMM:p220:1,FMM,220,1,native,1109,171,180,277,291,9,6.48538,0.617329,0.618557,none_observed
FMM:p220:2,FMM,220,2,native,780,130,139,195,209,9,6.0,0.666667,0.665072,none_observed
FMM:p221:0,FMM,221,0,native,1171,180,189,292,306,9,6.505556,0.616438,0.617647,none_observed
FMM:p221:1,FMM,221,1,native,1358,274,283,339,353,9,4.956204,0.80826,0.8017,none_observed
FMM:p221:2,FMM,221,2,native,664,104,113,166,180,9,6.384615,0.626506,0.627778,none_observed
FMM:p222:0,FMM,222,0,native,1352,227,236,338,352,9,5.955947,0.671598,0.670455,none_observed
FMM:p222:1,FMM,222,1,native,1320,245,254,330,344,9,5.387755,0.742424,0.738372,none_observed
FMM:p222:2,FMM,222,2,native,1015,118,127,253,267,9,8.601695,0.466403,0.475655,none_observed
FMM:p222:3,FMM,222,3,native,444,62,71,111,125,9,7.16129,0.558559,0.568,none_observed
FMM:p223:0,FMM,223,0,native,855,111,120,213,227,9,7.702703,0.521127,0.528634,none_observed
FMM:p223:1,FMM,223,1,native,950,106,115,237,251,9,8.962264,0.447257,0.458167,none_observed
FMM:p223:2,FMM,223,2,native,1304,209,218,326,340,9,6.239234,0.641104,0.641176,none_observed
FMM:p223:3,FMM,223,3,native,323,42,51,80,94,9,7.690476,0.525,0.542553,none_observed
FMM:p224:0,FMM,224,0,native,1379,180,189,344,358,9,7.661111,0.523256,0.527933,none_observed
FMM:p224:1,FMM,224,1,native,1168,201,210,292,306,9,5.810945,0.688356,0.686275,none_observed
FMM:p225:0,FMM,225,0,native,1249,152,161,312,326,9,8.217105,0.487179,0.493865,none_observed
FMM:p225:1,FMM,225,1,native,1352,211,220,338,352,9,6.407583,0.62426,0.625,none_observed
FMM:p225:2,FMM,225,2,native,909,215,224,227,241,9,4.227907,0.947137,0.929461,none_observed
FMM:p226:0,FMM,226,0,native,1288,279,288,322,336,9,4.616487,0.86646,0.857143,none_observed
FMM:p226:1,FMM,226,1,native,397,82,91,99,113,9,4.841463,0.828283,0.80531,none_observed
FMM:p227:0,FMM,227,0,native,1271,264,273,317,331,9,4.814394,0.832808,0.824773,none_observed
FMM:p227:1,FMM,227,1,native,971,157,166,242,256,9,6.184713,0.64876,0.648438,none_observed
FMM:p227:2,FMM,227,2,native,1037,168,177,259,273,9,6.172619,0.648649,0.648352,none_observed
FMM:p228:0,FMM,228,0,native,1305,317,326,326,340,9,4.116719,0.972393,0.958824,none_observed
FMM:p228:1,FMM,228,1,native,382,84,93,95,109,9,4.547619,0.884211,0.853211,none_observed
FMM:p229:0,FMM,229,0,native,1332,258,267,333,347,9,5.162791,0.774775,0.769452,none_observed
FMM:p229:1,FMM,229,1,native,1243,215,224,310,324,9,5.781395,0.693548,0.691358,none_observed
FMM:p22:0,FMM,22,0,native,1353,280,290,338,352,10,4.832143,0.828402,0.823864,none_observed
FMM:p22:1,FMM,22,1,native,1323,298,308,330,344,10,4.439597,0.90303,0.895349,none_observed
FMM:p22:2,FMM,22,2,native,1388,337,347,347,361,10,4.118694,0.971182,0.961219,none_observed
FMM:p22:3,FMM,22,3,native,1141,278,288,285,299,10,4.104317,0.975439,0.963211,none_observed
FMM:p230:0,FMM,230,0,native,1377,250,259,344,358,9,5.508,0.726744,0.723464,none_observed
FMM:p230:1,FMM,230,1,native,797,138,147,199,213,9,5.775362,0.693467,0.690141,none_observed
FMM:p231:0,FMM,231,0,native,731,122,131,182,196,9,5.991803,0.67033,0.668367,none_observed
FMM:p231:1,FMM,231,1,native,1281,261,270,320,334,9,4.908046,0.815625,0.808383,none_observed
FMM:p231:2,FMM,231,2,native,704,115,124,176,190,9,6.121739,0.653409,0.652632,none_observed
FMM:p232:0,FMM,232,0,native,1372,264,273,343,357,9,5.19697,0.769679,0.764706,none_observed
FMM:p232:1,FMM,232,1,native,1174,216,225,293,307,9,5.435185,0.737201,0.732899,none_observed
FMM:p233:0,FMM,233,0,native,1248,256,265,312,326,9,4.875,0.820513,0.812883,none_observed
FMM:p233:1,FMM,233,1,native,1075,215,224,268,282,9,5.0,0.802239,0.794326,none_observed
FMM:p234:0,FMM,234,0,native,1361,245,254,340,354,9,5.555102,0.720588,0.717514,none_observed
FMM:p234:1,FMM,234,1,native,838,177,186,209,223,9,4.734463,0.84689,0.834081,none_observed
FMM:p235:0,FMM,235,0,native,1374,260,269,343,357,9,5.284615,0.758017,0.753501,none_observed
FMM:p235:1,FMM,235,1,native,246,52,61,61,75,9,4.730769,0.852459,0.813333,none_observed
FMM:p236:0,FMM,236,0,native,1082,165,174,270,284,9,6.557576,0.611111,0.612676,none_observed
FMM:p236:1,FMM,236,1,native,811,128,137,202,216,9,6.335938,0.633663,0.634259,none_observed
FMM:p236:2,FMM,236,2,native,619,116,125,154,168,9,5.336207,0.753247,0.744048,none_observed
FMM:p237:0,FMM,237,0,native,1379,171,180,344,358,9,8.064327,0.497093,0.502793,none_observed
FMM:p237:1,FMM,237,1,native,1064,173,182,266,280,9,6.150289,0.650376,0.65,none_observed
FMM:p238:0,FMM,238,0,native,1280,220,229,320,334,9,5.818182,0.6875,0.685629,none_observed
FMM:p238:1,FMM,238,1,native,1069,153,162,267,281,9,6.986928,0.573034,0.576512,none_observed
FMM:p239:0,FMM,239,0,native,396,34,43,99,113,9,11.647059,0.343434,0.380531,none_observed
FMM:p23:0,FMM,23,0,native,493,110,120,123,137,10,4.481818,0.894309,0.875912,none_observed
FMM:p240:0,FMM,240,0,native,1383,527,536,345,359,9,2.624288,1.527536,1.493036,none_observed
FMM:p240:1,FMM,240,1,native,303,130,139,75,89,9,2.330769,1.733333,1.561798,none_observed
FMM:p241:0,FMM,241,0,native,1335,505,514,333,347,9,2.643564,1.516517,1.481268,none_observed
FMM:p241:1,FMM,241,1,native,313,120,129,78,92,9,2.608333,1.538462,1.402174,none_observed
FMM:p242:0,FMM,242,0,native,1201,452,461,300,314,9,2.65708,1.506667,1.468153,none_observed
FMM:p242:1,FMM,242,1,native,356,149,158,89,103,9,2.389262,1.674157,1.533981,none_observed
FMM:p243:0,FMM,243,0,native,974,341,350,243,257,9,2.856305,1.403292,1.361868,none_observed
FMM:p244:0,FMM,244,0,native,1346,257,266,336,350,9,5.237354,0.764881,0.76,none_observed
FMM:p244:1,FMM,244,1,native,1249,251,260,312,326,9,4.976096,0.804487,0.797546,none_observed
FMM:p245:0,FMM,245,0,native,1258,226,235,314,328,9,5.566372,0.719745,0.716463,none_observed
FMM:p245:1,FMM,245,1,native,282,57,66,70,84,9,4.947368,0.814286,0.785714,none_observed
FMM:p245:2,FMM,245,2,native,1377,291,300,344,358,9,4.731959,0.84593,0.837989,none_observed
FMM:p245:3,FMM,245,3,native,1254,254,263,313,327,9,4.937008,0.811502,0.804281,none_observed
FMM:p245:4,FMM,245,4,native,152,26,35,38,52,9,5.846154,0.684211,0.673077,none_observed
FMM:p246:0,FMM,246,0,native,1382,254,263,345,359,9,5.440945,0.736232,0.732591,none_observed
FMM:p246:1,FMM,246,1,native,968,236,245,242,256,9,4.101695,0.975207,0.957031,none_observed
FMM:p247:0,FMM,247,0,native,1362,214,223,340,354,9,6.364486,0.629412,0.629944,none_observed
FMM:p247:1,FMM,247,1,native,375,61,70,93,107,9,6.147541,0.655914,0.654206,none_observed
FMM:p248:0,FMM,248,0,native,1114,211,220,278,292,9,5.279621,0.758993,0.753425,none_observed
FMM:p248:1,FMM,248,1,native,928,174,183,232,246,9,5.333333,0.75,0.743902,none_observed
FMM:p249:0,FMM,249,0,native,423,54,63,105,119,9,7.833333,0.514286,0.529412,none_observed
FMM:p24:0,FMM,24,0,native,761,147,156,190,204,9,5.176871,0.773684,0.764706,none_observed
FMM:p250:0,FMM,250,0,native,1280,222,231,320,334,9,5.765766,0.69375,0.691617,none_observed
FMM:p250:1,FMM,250,1,native,1298,230,239,324,338,9,5.643478,0.709877,0.707101,none_observed
FMM:p250:2,FMM,250,2,native,475,88,97,118,132,9,5.397727,0.745763,0.734848,none_observed
FMM:p251:0,FMM,251,0,native,672,118,127,168,182,9,5.694915,0.702381,0.697802,none_observed
FMM:p252:0,FMM,252,0,native,1322,243,252,330,344,9,5.440329,0.736364,0.732558,none_observed
FMM:p252:1,FMM,252,1,native,758,152,161,189,203,9,4.986842,0.804233,0.793103,none_observed
FMM:p253:0,FMM,253,0,native,1284,196,205,321,335,9,6.55102,0.610592,0.61194,none_observed
FMM:p254:0,FMM,254,0,native,1218,171,180,304,318,9,7.122807,0.5625,0.566038,none_observed
FMM:p254:1,FMM,254,1,native,919,167,176,229,243,9,5.502994,0.729258,0.72428,none_observed
FMM:p255:0,FMM,255,0,native,1154,197,206,288,302,9,5.857868,0.684028,0.682119,none_observed
FMM:p255:1,FMM,255,1,native,1298,230,239,324,338,9,5.643478,0.709877,0.707101,none_observed
FMM:p255:2,FMM,255,2,native,400,73,82,100,114,9,5.479452,0.73,0.719298,none_observed
FMM:p255:3,FMM,255,3,native,186,35,44,46,60,9,5.314286,0.76087,0.733333,none_observed
FMM:p256:0,FMM,256,0,native,1316,205,214,329,343,9,6.419512,0.6231,0.623907,none_observed
FMM:p258:0,FMM,258,0,native,1191,208,217,297,311,9,5.725962,0.700337,0.697749,none_observed
FMM:p258:1,FMM,258,1,native,467,93,102,116,130,9,5.021505,0.801724,0.784615,none_observed
FMM:p259:0,FMM,259,0,native,680,94,103,170,184,9,7.234043,0.552941,0.559783,none_observed
FMM:p25:0,FMM,25,0,native,1306,240,253,326,340,13,5.441667,0.736196,0.744118,none_observed
FMM:p25:1,FMM,25,1,native,1302,254,267,325,339,13,5.125984,0.781538,0.787611,none_observed
FMM:p25:2,FMM,25,2,native,631,118,131,157,171,13,5.347458,0.751592,0.766082,none_observed
FMM:p260:0,FMM,260,0,native,642,125,134,160,174,9,5.136,0.78125,0.770115,none_observed
FMM:p260:1,FMM,260,1,native,1302,220,229,325,339,9,5.918182,0.676923,0.675516,none_observed
FMM:p260:2,FMM,260,2,native,858,149,158,214,228,9,5.758389,0.696262,0.692982,none_observed
FMM:p260:3,FMM,260,3,native,144,30,39,36,50,9,4.8,0.833333,0.78,none_observed
FMM:p261:0,FMM,261,0,native,947,160,169,236,250,9,5.91875,0.677966,0.676,none_observed
FMM:p262:0,FMM,262,0,native,1389,225,234,347,361,9,6.173333,0.648415,0.648199,none_observed
FMM:p262:1,FMM,262,1,native,258,56,65,64,78,9,4.607143,0.875,0.833333,none_observed
FMM:p263:0,FMM,263,0,native,1050,186,195,262,276,9,5.645161,0.709924,0.706522,none_observed
FMM:p263:1,FMM,263,1,native,1328,208,217,332,346,9,6.384615,0.626506,0.627168,none_observed
FMM:p263:2,FMM,263,2,native,500,72,81,125,139,9,6.944444,0.576,0.582734,none_observed
