pair_index,sep,left_chunk_id,right_chunk_id,left_rendered_tokens,right_rendered_tokens,joined_tokens,sep_incremental_tokens
521,\n\n,CMM:p84:0,CMM:p84:1,264,249,513,0
522,\n\n,CMM:p84:1,CMM:p84:2,249,273,522,0
523,\n\n,CMM:p84:2,CMM:p85:0,273,279,553,1
524,\n\n,CMM:p85:0,CMM:p85:1,279,270,549,0
525,\n\n,CMM:p85:1,CMM:p85:2,270,73,344,1
526,\n\n,CMM:p85:2,CMM:p86:0,73,242,315,0
527,\n\n,CMM:p86:0,CMM:p86:1,242,258,500,0
528,\n\n,CMM:p86:1,CMM:p86:2,258,202,460,0
529,\n\n,CMM:p86:2,CMM:p87:0,202,112,314,0
530,\n\n,CMM:p87:0,CMM:p87:1,112,252,364,0
531,\n\n,CMM:p87:1,CMM:p87:2,252,234,487,1
532,\n\n,CMM:p87:2,CMM:p87:3,234,151,385,0
533,\n\n,CMM:p87:3,CMM:p88:0,151,246,397,0
534,\n\n,CMM:p88:0,CMM:p88:1,246,134,381,1
535,\n\n,CMM:p88:1,CMM:p88:2,134,94,228,0
536,\n\n,CMM:p88:2,CMM:p88:3,94,260,354,0
537,\n\n,CMM:p88:3,CMM:p88:4,260,165,426,1
538,\n\n,CMM:p88:4,CMM:p89:0,165,280,445,0
539,\n\n,CMM:p89:0,CMM:p89:1,280,299,580,1
540,\n\n,CMM:p89:1,CMM:p89:2,299,241,541,1
541,\n\n,CMM:p89:2,CMM:p89:3,241,65,307,1
542,\n\n,CMM:p89:3,CMM:p90:0,65,220,285,0
543,\n\n,CMM:p90:0,CMM:p90:1,220,45,265,0
544,\n\n,CMM:p90:1,CMM:p90:2,45,263,308,0
545,\n\n,CMM:p90:2,CMM:p90:3,263,219,483,1
546,\n\n,CMM:p90:3,CMM:p91:0,219,236,455,0
547,\n\n,CMM:p91:0,CMM:p91:1,236,253,490,1
548,\n\n,CMM:p91:1,CMM:p91:2,253,145,398,0
549,\n\n,CMM:p91:2,CMM:p92:0,145,226,371,0
550,\n\n,CMM:p92:0,CMM:p92:1,226,253,480,1
551,\n\n,CMM:p92:1,CMM:p92:2,253,241,495,1
552,\n\n,CMM:p92:2,CMM:p92:3,241,89,331,1
553,\n\n,CMM:p92:3,CMM:p93:0,89,112,202,1
554,\n\n,CMM:p93:0,CMM:p93:1,112,248,360,0
555,\n\n,CMM:p93:1,CMM:p93:2,248,182,430,0
556,\n\n,CMM:p93:2,CMM:p93:3,182,291,473,0
557,\n\n,CMM:p93:3,CMM:p94:0,291,236,527,0
558,\n\n,CMM:p94:0,CMM:p94:1,236,266,502,0
559,\n\n,CMM:p94:1,CMM:p94:2,266,258,525,1
560,\n\n,CMM:p94:2,CMM:p94:3,258,135,394,1
561,\n\n,CMM:p94:3,CMM:p95:0,135,268,403,0
562,\n\n,CMM:p95:0,CMM:p95:1,268,283,551,0
563,\n\n,CMM:p95:1,CMM:p95:2,283,290,573,0
564,\n\n,CMM:p95:2,CMM:p95:3,290,70,361,1
565,\n\n,CMM:p95:3,CMM:p96:0,70,93,163,0
566,\n\n,CMM:p96:0,CMM:p96:1,93,243,336,0
567,\n\n,CMM:p96:1,CMM:p96:2,243,270,513,0
568,\n\n,CMM:p96:2,CMM:p96:3,270,239,509,0
569,\n\n,CMM:p96:3,CMM:p97:0,239,289,528,0
570,\n\n,CMM:p97:0,CMM:p97:1,289,120,410,1
571,\n\n,CMM:p97:1,CMM:p97:2,120,299,419,0
572,\n\n,CMM:p97:2,CMM:p97:3,299,99,398,0
573,\n\n,CMM:p97:3,CMM:p98:0,99,214,313,0
574,\n\n,CMM:p98:0,CMM:p98:1,214,132,347,1
575,\n\n,CMM:p98:1,CMM:p98:2,132,242,374,0
576,\n\n,CMM:p98:2,CMM:p98:3,242,165,407,0
577,\n\n,CMM:p98:3,CMM:p99:0,165,169,334,0
578,\n\n,CMM:p99:0,CMM:p99:1,169,249,418,0
579,\n\n,CMM:p99:1,CMM:p99:2,249,273,522,0
580,\n\n,CMM:p99:2,CMM:p99:3,273,120,394,1
581,\n\n,CMM:p99:3,CMM:p99:4,120,67,187,0
582,\n\n,CMM:p99:4,CMM:p100:0,67,141,208,0
583,\n\n,CMM:p100:0,CMM:p100:1,141,253,394,0
584,\n\n,CMM:p100:1,CMM:p100:2,253,234,488,1
585,\n\n,CMM:p100:2,CMM:p100:3,234,51,286,1
586,\n\n,CMM:p100:3,CMM:p100:4,51,119,170,0
587,\n\n,CMM:p100:4,CMM:p101:0,119,266,385,0
588,\n\n,CMM:p101:0,CMM:p101:1,266,109,375,0
589,\n\n,CMM:p101:1,CMM:p101:2,109,251,360,0
590,\n\n,CMM:p101:2,CMM:p101:3,251,147,398,0
591,\n\n,CMM:p101:3,CMM:p102:0,147,260,407,0
592,\n\n,CMM:p102:0,CMM:p102:1,260,189,449,0
593,\n\n,CMM:p102:1,CMM:p103:0,189,373,562,0
594,\n\n,CMM:p103:0,CMM:p103:1,373,76,450,1
595,\n\n,CMM:p103:1,CMM:p104:0,76,427,504,1
596,\n\n,CMM:p104:0,CMM:p105:0,427,479,907,1
597,\n\n,CMM:p105:0,CMM:p106:0,479,495,975,1
598,\n\n,CMM:p106:0,CMM:p107:0,495,324,820,1
599,\n\n,CMM:p107:0,CMM:p108:0,324,432,757,1
600,\n\n,CMM:p108:0,CMM:p109:0,432,514,947,1
601,\n\n,CMM:p109:0,CMM:p110:0,514,295,810,1
602,\n\n,CMM:p110:0,CMM:p111:0,295,128,424,1
603,\n\n,CMM:p111:0,CMM:p112:0,128,38,166,0
604,\n\n,CMM:p112:0,CMM:p113:0,38,325,364,1
605,\n\n,CMM:p113:0,CMM:p113:1,325,329,655,1
606,\n\n,CMM:p113:1,CMM:p113:2,329,301,631,1
607,\n\n,CMM:p113:2,CMM:p113:3,301,102,404,1
608,\n\n,CMM:p113:3,CMM:p114:0,102,324,427,1
609,\n\n,CMM:p114:0,CMM:p114:1,324,325,650,1
610,\n\n,CMM:p114:1,CMM:p114:2,325,302,628,1
611,\n\n,CMM:p114:2,CMM:p114:3,302,123,426,1
612,\n\n,CMM:p114:3,CMM:p115:0,123,311,435,1
613,\n\n,CMM:p115:0,CMM:p115:1,311,279,591,1
614,\n\n,CMM:p115:1,CMM:p115:2,279,232,512,1
615,\n\n,CMM:p115:2,CMM:p116:0,232,319,552,1
616,\n\n,CMM:p116:0,CMM:p116:1,319,317,637,1
617,\n\n,CMM:p116:1,CMM:p116:2,317,293,611,1
618,\n\n,CMM:p116:2,CMM:p116:3,293,112,406,1
619,\n\n,CMM:p116:3,CMM:p117:0,112,35,148,1
620,\n\n,CMM:p117:0,CMM:p118:0,35,299,335,1
621,\n\n,CMM:p118:0,CMM:p118:1,299,293,593,1
622,\n\n,CMM:p118:1,CMM:p118:2,293,163,457,1
623,\n\n,CMM:p118:2,CMM:p119:0,163,327,491,1
624,\n\n,CMM:p119:0,CMM:p119:1,327,306,633,0
625,\n\n,CMM:p119:1,CMM:p119:2,306,284,591,1
626,\n\n,CMM:p119:2,CMM:p119:3,284,34,318,0
627,\n\n,CMM:p119:3,CMM:p120:0,34,136,171,1
628,\n\n,CMM:p120:0,CMM:p121:0,136,111,248,1
629,\n\n,CMM:p121:0,CMM:p122:0,111,36,148,1
630,\n\n,CMM:p122:0,CMM:p123:0,36,138,175,1
631,\n\n,CMM:p123:0,CMM:p123:1,138,67,206,1
632,\n\n,CMM:p123:1,CMM:p124:0,67,116,184,1
633,\n\n,CMM:p124:0,CMM:p124:1,116,81,198,1
634,\n\n,CMM:p124:1,CMM:p125:0,81,126,207,0
635,\n\n,CMM:p125:0,CMM:p126:0,126,113,240,1
636,\n\n,CMM:p126:0,CMM:p126:1,113,30,144,1
637,\n\n,CMM:p126:1,CMM:p127:0,30,162,193,1
638,\n\n,CMM:p127:0,CMM:p128:0,162,92,255,1
639,\n\n,CMM:p128:0,CMM:p129:0,92,96,189,1
640,\n\n,CMM:p129:0,CMM:p130:0,96,322,419,1
641,\n\n,CMM:p130:0,CMM:p131:0,322,294,617,1
642,\n\n,CMM:p131:0,CMM:p131:1,294,248,543,1
643,\n\n,CMM:p131:1,CMM:p132:0,248,346,595,1
644,\n\n,CMM:p132:0,CMM:p132:1,346,231,578,1
645,\n\n,CMM:p132:1,CMM:p133:0,231,251,483,1
646,\n\n,CMM:p133:0,EMM:p2:0,251,266,518,1
647,\n\n,EMM:p2:0,EMM:p2:1,266,262,529,1
648,\n\n,EMM:p2:1,EMM:p2:2,262,260,522,0
649,\n\n,EMM:p2:2,EMM:p2:3,260,221,482,1
650,\n\n,EMM:p2:3,EMM:p3:0,221,140,362,1
651,\n\n,EMM:p3:0,EMM:p3:1,140,283,424,1
652,\n\n,EMM:p3:1,EMM:p4:0,283,200,484,1
653,\n\n,EMM:p4:0,EMM:p4:1,200,313,514,1
654,\n\n,EMM:p4:1,EMM:p5:0,313,201,515,1
655,\n\n,EMM:p5:0,EMM:p5:1,201,287,489,1
656,\n\n,EMM:p5:1,EMM:p6:0,287,290,578,1
657,\n\n,EMM:p6:0,EMM:p6:1,290,118,409,1
658,\n\n,EMM:p6:1,EMM:p7:0,118,147,266,1
659,\n\n,EMM:p7:0,EMM:p7:1,147,344,492,1
660,\n\n,EMM:p7:1,EMM:p8:0,344,273,618,1
661,\n\n,EMM:p8:0,EMM:p9:0,273,325,599,1
662,\n\n,EMM:p9:0,EMM:p9:1,325,91,417,1
663,\n\n,EMM:p9:1,EMM:p10:0,91,204,296,1
664,\n\n,EMM:p10:0,EMM:p10:1,204,366,571,1
665,\n\n,EMM:p10:1,EMM:p10:2,366,71,437,0
666,\n\n,EMM:p10:2,EMM:p11:0,71,350,422,1
667,\n\n,EMM:p11:0,EMM:p11:1,350,145,496,1
668,\n\n,EMM:p11:1,EMM:p12:0,145,236,382,1
669,\n\n,EMM:p12:0,EMM:p12:1,236,257,494,1
670,\n\n,EMM:p12:1,EMM:p12:2,257,166,424,1
671,\n\n,EMM:p12:2,EMM:p13:0,166,363,530,1
672,\n\n,EMM:p13:0,EMM:p13:1,363,207,571,1
673,\n\n,EMM:p13:1,EMM:p14:0,207,240,447,0
674,\n\n,EMM:p14:0,EMM:p14:1,240,181,421,0
675,\n\n,EMM:p14:1,EMM:p15:0,181,236,418,1
676,\n\n,EMM:p15:0,EMM:p15:1,236,175,412,1
677,\n\n,EMM:p15:1,EMM:p16:0,175,212,387,0
678,\n\n,EMM:p16:0,EMM:p16:1,212,153,366,1
679,\n\n,EMM:p16:1,EMM:p17:0,153,268,421,0
680,\n\n,EMM:p17:0,EMM:p18:0,268,123,391,0
681,\n\n,EMM:p18:0,EMM:p18:1,123,253,377,1
682,\n\n,EMM:p18:1,EMM:p19:0,253,115,368,0
683,\n\n,EMM:p19:0,EMM:p20:0,115,303,419,1
684,\n\n,EMM:p20:0,EMM:p20:1,303,121,424,0
685,\n\n,EMM:p20:1,EMM:p21:0,121,246,368,1
686,\n\n,EMM:p21:0,EMM:p22:0,246,147,393,0
687,\n\n,EMM:p22:0,EMM:p22:1,147,308,455,0
688,\n\n,EMM:p22:1,EMM:p22:2,308,98,407,1
689,\n\n,EMM:p22:2,EMM:p23:0,98,115,213,0
690,\n\n,EMM:p23:0,EMM:p23:1,115,282,397,0
691,\n\n,EMM:p23:1,EMM:p23:2,282,60,343,1
692,\n\n,EMM:p23:2,EMM:p23:3,60,252,312,0
693,\n\n,EMM:p23:3,EMM:p24:0,252,140,392,0
694,\n\n,EMM:p24:0,EMM:p24:1,140,300,440,0
695,\n\n,EMM:p24:1,EMM:p24:2,300,51,351,0
696,\n\n,EMM:p24:2,EMM:p25:0,51,242,293,0
697,\n\n,EMM:p25:0,EMM:p25:1,242,297,539,0
698,\n\n,EMM:p25:1,EMM:p26:0,297,179,476,0
699,\n\n,EMM:p26:0,EMM:p27:0,179,199,378,0
700,\n\n,EMM:p27:0,EMM:p27:1,199,193,393,1
701,\n\n,EMM:p27:1,EMM:p27:2,193,152,345,0
702,\n\n,EMM:p27:2,EMM:p28:0,152,191,343,0
703,\n\n,EMM:p28:0,EMM:p28:1,191,187,378,0
704,\n\n,EMM:p28:1,EMM:p29:0,187,244,431,0
705,\n\n,EMM:p29:0,EMM:p29:1,244,199,443,0
706,\n\n,EMM:p29:1,EMM:p29:2,199,159,358,0
707,\n\n,EMM:p29:2,EMM:p30:0,159,213,373,1
708,\n\n,EMM:p30:0,EMM:p30:1,213,226,439,0
709,\n\n,EMM:p30:1,EMM:p30:2,226,148,374,0
710,\n\n,EMM:p30:2,EMM:p31:0,148,152,300,0
711,\n\n,EMM:p31:0,EMM:p31:1,152,188,340,0
712,\n\n,EMM:p31:1,EMM:p31:2,188,81,270,1
713,\n\n,EMM:p31:2,EMM:p32:0,81,253,334,0
714,\n\n,EMM:p32:0,EMM:p32:1,253,255,508,0
715,\n\n,EMM:p32:1,EMM:p32:2,255,54,309,0
716,\n\n,EMM:p32:2,EMM:p33:0,54,308,362,0
717,\n\n,EMM:p33:0,EMM:p33:1,308,77,385,0
718,\n\n,EMM:p33:1,EMM:p34:0,77,243,320,0
719,\n\n,EMM:p34:0,EMM:p34:1,243,138,381,0
720,\n\n,EMM:p34:1,EMM:p35:0,138,169,307,0
721,\n\n,EMM:p35:0,EMM:p35:1,169,200,370,1
722,\n\n,EMM:p35:1,EMM:p35:2,200,160,361,1
723,\n\n,EMM:p35:2,EMM:p35:3,160,93,254,1
724,\n\n,EMM:p35:3,EMM:p36:0,93,155,248,0
725,\n\n,EMM:p36:0,EMM:p36:1,155,149,305,1
726,\n\n,EMM:p36:1,EMM:p36:2,149,130,280,1
727,\n\n,EMM:p36:2,EMM:p36:3,130,111,242,1
728,\n\n,EMM:p36:3,EMM:p37:0,111,182,293,0
729,\n\n,EMM:p37:0,EMM:p37:1,182,145,328,1
730,\n\n,EMM:p37:1,EMM:p37:2,145,156,301,0
731,\n\n,EMM:p37:2,EMM:p37:3,156,161,317,0
732,\n\n,EMM:p37:3,EMM:p38:0,161,197,358,0
733,\n\n,EMM:p38:0,EMM:p38:1,197,156,354,1
734,\n\n,EMM:p38:1,EMM:p38:2,156,145,301,0
735,\n\n,EMM:p38:2,EMM:p39:0,145,217,362,0
736,\n\n,EMM:p39:0,EMM:p39:1,217,223,440,0
737,\n\n,EMM:p39:1,EMM:p39:2,223,128,352,1
738,\n\n,EMM:p39:2,EMM:p40:0,128,233,362,1
739,\n\n,EMM:p40:0,EMM:p40:1,233,277,510,0
740,\n\n,EMM:p40:1,EMM:p41:0,277,188,466,1
741,\n\n,EMM:p41:0,EMM:p42:0,188,220,408,0
742,\n\n,EMM:p42:0,EMM:p42:1,220,167,388,1
743,\n\n,EMM:p42:1,EMM:p43:0,167,220,387,0
744,\n\n,EMM:p43:0,EMM:p43:1,220,199,419,0
745,\n\n,EMM:p43:1,EMM:p43:2,199,70,270,1
746,\n\n,EMM:p43:2,EMM:p44:0,70,298,368,0
747,\n\n,EMM:p44:0,EMM:p45:0,298,305,603,0
748,\n\n,EMM:p45:0,EMM:p46:0,305,240,545,0
749,\n\n,EMM:p46:0,EMM:p46:1,240,174,414,0
750,\n\n,EMM:p46:1,EMM:p46:2,174,38,212,0
751,\n\n,EMM:p46:2,EMM:p47:0,38,238,276,0
752,\n\n,EMM:p47:0,EMM:p47:1,238,44,283,1
753,\n\n,EMM:p47:1,EMM:p48:0,44,78,122,0
754,\n\n,EMM:p48:0,EMM:p49:0,78,184,262,0
755,\n\n,EMM:p49:0,EMM:p49:1,184,245,429,0
756,\n\n,EMM:p49:1,EMM:p50:0,245,220,465,0
757,\n\n,EMM:p50:0,EMM:p51:0,220,258,478,0
758,\n\n,EMM:p51:0,EMM:p51:1,258,237,495,0
759,\n\n,EMM:p51:1,EMM:p52:0,237,188,425,0
760,\n\n,EMM:p52:0,EMM:p52:1,188,290,478,0
761,\n\n,EMM:p52:1,EMM:p53:0,290,274,564,0
762,\n\n,EMM:p53:0,EMM:p53:1,274,219,493,0
763,\n\n,EMM:p53:1,EMM:p53:2,219,140,360,1
764,\n\n,EMM:p53:2,EMM:p54:0,140,263,403,0
765,\n\n,EMM:p54:0,EMM:p54:1,263,276,539,0
766,\n\n,EMM:p54:1,EMM:p55:0,276,153,430,1
767,\n\n,EMM:p55:0,EMM:p56:0,153,107,260,0
768,\n\n,EMM:p56:0,EMM:p56:1,107,254,361,0
769,\n\n,EMM:p56:1,EMM:p56:2,254,302,557,1
770,\n\n,EMM:p56:2,EMM:p57:0,302,219,521,0
771,\n\n,EMM:p57:0,EMM:p57:1,219,291,510,0
772,\n\n,EMM:p57:1,EMM:p58:0,291,213,504,0
773,\n\n,EMM:p58:0,EMM:p58:1,213,261,474,0
774,\n\n,EMM:p58:1,EMM:p59:0,261,91,352,0
775,\n\n,EMM:p59:0,EMM:p59:1,91,222,313,0
776,\n\n,EMM:p59:1,EMM:p59:2,222,181,403,0
777,\n\n,EMM:p59:2,EMM:p60:0,181,237,418,0
778,\n\n,EMM:p60:0,EMM:p60:1,237,157,394,0
779,\n\n,EMM:p60:1,EMM:p61:0,157,172,329,0
780,\n\n,EMM:p61:0,EMM:p61:1,172,271,443,0
781,\n\n,EMM:p61:1,EMM:p61:2,271,36,307,0
782,\n\n,EMM:p61:2,EMM:p62:0,36,211,247,0
783,\n\n,EMM:p62:0,EMM:p62:1,211,250,462,1
784,\n\n,EMM:p62:1,EMM:p63:0,250,267,517,0
785,\n\n,EMM:p63:0,EMM:p63:1,267,215,482,0
786,\n\n,EMM:p63:1,EMM:p64:0,215,258,474,1
787,\n\n,EMM:p64:0,EMM:p64:1,258,131,389,0
788,\n\n,EMM:p64:1,EMM:p65:0,131,283,414,0
789,\n\n,EMM:p65:0,EMM:p65:1,283,31,314,0
790,\n\n,EMM:p65:1,EMM:p66:0,31,221,252,0
791,\n\n,EMM:p66:0,EMM:p66:1,221,225,446,0
792,\n\n,EMM:p66:1,EMM:p67:0,225,111,336,0
793,\n\n,EMM:p67:0,EMM:p68:0,111,244,356,1
794,\n\n,EMM:p68:0,EMM:p68:1,244,250,494,0
795,\n\n,EMM:p68:1,EMM:p69:0,250,164,414,0
796,\n\n,EMM:p69:0,EMM:p69:1,164,127,291,0
797,\n\n,EMM:p69:1,EMM:p69:2,127,46,173,0
798,\n\n,EMM:p69:2,EMM:p69:3,46,194,240,0
799,\n\n,EMM:p69:3,EMM:p70:0,194,288,482,0
800,\n\n,EMM:p70:0,EMM:p70:1,288,185,473,0
801,\n\n,EMM:p70:1,EMM:p71:0,185,300,485,0
802,\n\n,EMM:p71:0,EMM:p72:0,300,264,564,0
803,\n\n,EMM:p72:0,EMM:p72:1,264,230,494,0
804,\n\n,EMM:p72:1,EMM:p72:2,230,43,274,1
805,\n\n,EMM:p72:2,EMM:p73:0,43,327,370,0
806,\n\n,EMM:p73:0,EMM:p74:0,327,185,513,1
807,\n\n,EMM:p74:0,EMM:p74:1,185,142,327,0
808,\n\n,EMM:p74:1,EMM:p75:0,142,268,410,0
809,\n\n,EMM:p75:0,EMM:p76:0,268,201,470,1
810,\n\n,EMM:p76:0,EMM:p77:0,201,269,470,0
811,\n\n,EMM:p77:0,EMM:p77:1,269,178,447,0
812,\n\n,EMM:p77:1,EMM:p77:2,178,38,217,1
813,\n\n,EMM:p77:2,EMM:p78:0,38,254,292,0
814,\n\n,EMM:p78:0,EMM:p78:1,254,248,502,0
815,\n\n,EMM:p78:1,EMM:p79:0,248,202,450,0
816,\n\n,EMM:p79:0,EMM:p79:1,202,80,282,0
817,\n\n,EMM:p79:1,EMM:p79:2,80,220,300,0
818,\n\n,EMM:p79:2,EMM:p80:0,220,242,462,0
819,\n\n,EMM:p80:0,EMM:p80:1,242,145,388,1
820,\n\n,EMM:p80:1,EMM:p81:0,145,186,331,0
821,\n\n,EMM:p81:0,EMM:p82:0,186,179,365,0
822,\n\n,EMM:p82:0,EMM:p83:0,179,217,396,0
823,\n\n,EMM:p83:0,EMM:p83:1,217,81,298,0
824,\n\n,EMM:p83:1,EMM:p83:2,81,204,285,0
825,\n\n,EMM:p83:2,EMM:p83:3,204,50,254,0
826,\n\n,EMM:p83:3,EMM:p84:0,50,272,322,0
827,\n\n,EMM:p84:0,EMM:p84:1,272,101,373,0
828,\n\n,EMM:p84:1,EMM:p85:0,101,174,275,0
829,\n\n,EMM:p85:0,EMM:p86:0,174,245,419,0
830,\n\n,EMM:p86:0,EMM:p86:1,245,112,358,1
831,\n\n,EMM:p86:1,EMM:p87:0,112,169,281,0
832,\n\n,EMM:p87:0,EMM:p88:0,169,131,300,0
833,\n\n,EMM:p88:0,EMM:p88:1,131,115,247,1
834,\n\n,EMM:p88:1,EMM:p88:2,115,122,238,1
835,\n\n,EMM:p88:2,EMM:p89:0,122,189,311,0
836,\n\n,EMM:p89:0,EMM:p89:1,189,209,398,0
837,\n\n,EMM:p89:1,EMM:p90:0,209,280,489,0
838,\n\n,EMM:p90:0,EMM:p90:1,280,87,367,0
839,\n\n,EMM:p90:1,EMM:p91:0,87,154,241,0
840,\n\n,EMM:p91:0,EMM:p91:1,154,197,351,0
841,\n\n,EMM:p91:1,EMM:p91:2,197,73,270,0
842,\n\n,EMM:p91:2,EMM:p92:0,73,276,349,0
843,\n\n,EMM:p92:0,EMM:p92:1,276,137,413,0
844,\n\n,EMM:p92:1,EMM:p93:0,137,311,448,0
845,\n\n,EMM:p93:0,EMM:p93:1,311,127,439,1
846,\n\n,EMM:p93:1,EMM:p94:0,127,240,367,0
847,\n\n,EMM:p94:0,EMM:p94:1,240,146,386,0
848,\n\n,EMM:p94:1,EMM:p95:0,146,271,417,0
849,\n\n,EMM:p95:0,EMM:p96:0,271,266,538,1
850,\n\n,EMM:p96:0,EMM:p96:1,266,89,355,0
851,\n\n,EMM:p96:1,EMM:p97:0,89,222,311,0
852,\n\n,EMM:p97:0,EMM:p97:1,222,274,496,0
853,\n\n,EMM:p97:1,EMM:p97:2,274,59,333,0
854,\n\n,EMM:p97:2,EMM:p98:0,59,199,258,0
855,\n\n,EMM:p98:0,EMM:p98:1,199,191,390,0
856,\n\n,EMM:p98:1,EMM:p98:2,191,60,251,0
857,\n\n,EMM:p98:2,EMM:p99:0,60,226,286,0
858,\n\n,EMM:p99:0,EMM:p99:1,226,127,354,1
859,\n\n,EMM:p99:1,EMM:p100:0,127,289,416,0
860,\n\n,EMM:p100:0,EMM:p100:1,289,110,400,1
861,\n\n,EMM:p100:1,EMM:p101:0,110,254,365,1
862,\n\n,EMM:p101:0,EMM:p101:1,254,237,491,0
863,\n\n,EMM:p101:1,EMM:p102:0,237,225,462,0
864,\n\n,EMM:p102:0,EMM:p102:1,225,168,394,1
865,\n\n,EMM:p102:1,EMM:p102:2,168,62,231,1
866,\n\n,EMM:p102:2,EMM:p102:3,62,95,157,0
867,\n\n,EMM:p102:3,EMM:p104:0,95,162,257,0
868,\n\n,EMM:p104:0,EMM:p105:0,162,306,468,0
869,\n\n,EMM:p105:0,EMM:p106:0,306,268,574,0
870,\n\n,EMM:p106:0,EMM:p106:1,268,173,442,1
871,\n\n,EMM:p106:1,EMM:p107:0,173,229,402,0
872,\n\n,EMM:p107:0,EMM:p107:1,229,171,400,0
873,\n\n,EMM:p107:1,EMM:p107:2,171,94,266,1
874,\n\n,EMM:p107:2,EMM:p108:0,94,222,316,0
875,\n\n,EMM:p108:0,EMM:p108:1,222,184,407,1
876,\n\n,EMM:p108:1,EMM:p109:0,184,184,368,0
877,\n\n,EMM:p109:0,EMM:p110:0,184,90,274,0
878,\n\n,EMM:p110:0,EMM:p111:0,90,211,301,0
879,\n\n,EMM:p111:0,EMM:p112:0,211,52,263,0
880,\n\n,EMM:p112:0,EMM:p114:0,52,108,161,1
881,\n\n,EMM:p114:0,EMM:p115:0,108,168,277,1
882,\n\n,EMM:p115:0,EMM:p116:0,168,145,313,0
883,\n\n,EMM:p116:0,EMM:p117:0,145,313,458,0
884,\n\n,EMM:p117:0,EMM:p118:0,313,138,451,0
885,\n\n,EMM:p118:0,EMM:p119:0,138,222,361,1
886,\n\n,EMM:p119:0,EMM:p120:0,222,108,331,1
887,\n\n,EMM:p120:0,EMM:p121:0,108,77,186,1
888,\n\n,EMM:p121:0,EMM:p121:1,77,159,237,1
889,\n\n,EMM:p121:1,EMM:p121:2,159,52,211,0
890,\n\n,EMM:p121:2,EMM:p121:3,52,208,260,0
891,\n\n,EMM:p121:3,EMM:p122:0,208,281,489,0
892,\n\n,EMM:p122:0,EMM:p123:0,281,105,386,0
893,\n\n,EMM:p123:0,EMM:p123:1,105,206,312,1
894,\n\n,EMM:p123:1,EMM:p123:2,206,66,273,1
895,\n\n,EMM:p123:2,EMM:p124:0,66,104,170,0
896,\n\n,EMM:p124:0,EMM:p125:0,104,252,356,0
897,\n\n,EMM:p125:0,EMM:p125:1,252,114,366,0
898,\n\n,EMM:p125:1,EMM:p126:0,114,285,399,0
899,\n\n,EMM:p126:0,EMM:p126:1,285,153,438,0
900,\n\n,EMM:p126:1,EMM:p127:0,153,262,416,1
901,\n\n,EMM:p127:0,EMM:p128:0,262,67,329,0
902,\n\n,EMM:p128:0,EMM:p128:1,67,307,374,0
903,\n\n,EMM:p128:1,EMM:p128:2,307,302,610,1
904,\n\n,EMM:p128:2,EMM:p128:3,302,86,388,0
905,\n\n,EMM:p128:3,EMM:p129:0,86,251,337,0
906,\n\n,EMM:p129:0,EMM:p130:0,251,274,525,0
907,\n\n,EMM:p130:0,EMM:p130:1,274,133,407,0
908,\n\n,EMM:p130:1,EMM:p131:0,133,200,333,0
909,\n\n,EMM:p131:0,EMM:p131:1,200,335,535,0
910,\n\n,EMM:p131:1,EMM:p132:0,335,221,556,0
911,\n\n,EMM:p132:0,EMM:p132:1,221,112,334,1
912,\n\n,EMM:p132:1,EMM:p133:0,112,294,406,0
913,\n\n,EMM:p133:0,EMM:p133:1,294,75,370,1
914,\n\n,EMM:p133:1,EMM:p134:0,75,275,350,0
915,\n\n,EMM:p134:0,EMM:p134:1,275,61,336,0
916,\n\n,EMM:p134:1,EMM:p134:2,61,120,181,0
917,\n\n,EMM:p134:2,EMM:p135:0,120,269,389,0
918,\n\n,EMM:p135:0,EMM:p135:1,269,236,506,1
919,\n\n,EMM:p135:1,EMM:p136:0,236,303,539,0
920,\n\n,EMM:p136:0,EMM:p136:1,303,156,460,1
921,\n\n,EMM:p136:1,EMM:p137:0,156,288,444,0
922,\n\n,EMM:p137:0,EMM:p137:1,288,173,461,0
923,\n\n,EMM:p137:1,EMM:p138:0,173,299,472,0
924,\n\n,EMM:p138:0,EMM:p138:1,299,264,563,0
925,\n\n,EMM:p138:1,EMM:p139:0,264,240,504,0
926,\n\n,EMM:p139:0,EMM:p139:1,240,239,479,0
927,\n\n,EMM:p139:1,EMM:p140:0,239,300,540,1
928,\n\n,EMM:p140:0,EMM:p140:1,300,80,381,1
929,\n\n,EMM:p140:1,EMM:p141:0,80,238,318,0
930,\n\n,EMM:p141:0,EMM:p142:0,238,289,527,0
931,\n\n,EMM:p142:0,EMM:p142:1,289,88,377,0
932,\n\n,EMM:p142:1,EMM:p143:0,88,144,232,0
933,\n\n,EMM:p143:0,EMM:p144:0,144,47,191,0
934,\n\n,EMM:p144:0,EMM:p145:0,47,281,329,1
935,\n\n,EMM:p145:0,EMM:p145:1,281,89,370,0
936,\n\n,EMM:p145:1,EMM:p146:0,89,279,368,0
937,\n\n,EMM:p146:0,EMM:p146:1,279,87,366,0
938,\n\n,EMM:p146:1,EMM:p147:0,87,289,376,0
939,\n\n,EMM:p147:0,EMM:p147:1,289,96,386,1
940,\n\n,EMM:p147:1,EMM:p148:0,96,131,228,1
941,\n\n,EMM:p148:0,EMM:p149:0,131,34,165,0
942,\n\n,EMM:p149:0,EMM:p149:1,34,151,185,0
